weight_kg,height_cm,age,is_male,kcal_per_shift,meal_target_kcal,calories,protein,carbs,fat,cal_diff_ratio,soft_penalty,pref_bonus,macro_score,cat_garnish,cat_protein,cat_side,caffeine,dairy,diet,fiber,fish,fruit,gluten,gluten_free,high_fat,hot,iron,low_cal,pork,poultry,probiotic,processed,red_meat,sweet,veg
104.6,162.3,33,1,1900,1330.13125,130,20.0,3.0,4.0,0.70679585191311,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
104.6,162.3,33,1,1900,1330.13125,40,1.0,5.0,2.0,0.9097833390501877,0.0,0.15,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104.6,162.3,33,1,1900,1330.13125,80,1.5,9.0,4.0,0.8195666781003754,0.0,0.0,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104.6,162.3,33,1,1900,1330.13125,60,0.2,15.0,0.0,0.8646750085752816,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
104.6,162.3,33,1,1900,1330.13125,0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104.6,162.3,33,1,1900,1330.13125,50,3.0,4.0,2.5,0.8872291738127346,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92.8,166.6,20,1,2200,1425.9875,130,4.5,28.0,2.0,0.7265053164912034,0.0,0.15,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
92.8,166.6,20,1,2200,1425.9875,130,2.5,28.0,0.5,0.7265053164912034,0.0,0.15,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
92.8,166.6,20,1,2200,1425.9875,150,5.0,30.0,1.0,0.684429211336004,0.0,0.15,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
92.8,166.6,20,1,2200,1425.9875,110,2.5,18.0,3.0,0.768581421646403,0.0,0.15,0.8727272727272728,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92.8,166.6,20,1,2200,1425.9875,70,2.0,10.0,3.0,0.8527336319568019,0.0,0.15,0.8785714285714286,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
92.8,166.6,20,1,2200,1425.9875,220,18.0,8.0,12.0,0.5371628432928058,0.0,0.0,0.9318181818181819,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92.8,166.6,20,1,2200,1425.9875,160,30.0,0.0,3.0,0.6633911587584043,0.0,0.0,0.9625,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92.8,166.6,20,1,2200,1425.9875,280,25.0,2.0,20.0,0.41093452782720746,0.0,0.0,0.9392857142857143,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
92.8,166.6,20,1,2200,1425.9875,290,12.0,3.0,26.0,0.3898964752496077,0.0,0.0,0.8913793103448275,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
92.8,166.6,20,1,2200,1425.9875,140,22.0,0.0,4.0,0.7054672639136037,0.0,0.0,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.8,166.6,20,1,2200,1425.9875,130,20.0,3.0,4.0,0.7265053164912034,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
92.8,166.6,20,1,2200,1425.9875,40,1.0,5.0,2.0,0.915847789689601,0.0,0.15,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92.8,166.6,20,1,2200,1425.9875,80,1.5,9.0,4.0,0.8316955793792021,0.0,0.15,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92.8,166.6,20,1,2200,1425.9875,60,0.2,15.0,0.0,0.8737716845344016,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
92.8,166.6,20,1,2200,1425.9875,0,0.0,0.0,0.0,1.0,0.0,0.15,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92.8,166.6,20,1,2200,1425.9875,50,3.0,4.0,2.5,0.8948097371120013,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97.9,152.4,33,0,3200,1681.925,130,4.5,28.0,2.0,0.7681228354415328,0.0,0.15,0.13846153846153847,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
97.9,152.4,33,0,3200,1681.925,130,2.5,28.0,0.5,0.7681228354415328,0.0,0.15,0.07692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
97.9,152.4,33,0,3200,1681.925,150,5.0,30.0,1.0,0.7324494255094609,0.0,0.15,0.13333333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97.9,152.4,33,0,3200,1681.925,110,2.5,18.0,3.0,0.8037962453736046,0.0,0.15,0.09090909090909091,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97.9,152.4,33,0,3200,1681.925,70,2.0,10.0,3.0,0.8751430652377484,0.0,0.15,0.11428571428571428,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
97.9,152.4,33,0,3200,1681.925,220,18.0,8.0,12.0,0.6075924907472093,0.0,0.0,0.32727272727272727,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97.9,152.4,33,0,3200,1681.925,160,30.0,0.0,3.0,0.714612720543425,0.0,0.15,0.75,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97.9,152.4,33,0,3200,1681.925,280,25.0,2.0,20.0,0.5005722609509936,0.0,0.0,0.35714285714285715,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
97.9,152.4,33,0,3200,1681.925,290,12.0,3.0,26.0,0.4827355559849577,0.0,0.0,0.16551724137931034,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
97.9,152.4,33,0,3200,1681.925,140,22.0,0.0,4.0,0.7502861304754969,0.2,0.15,0.6285714285714286,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.9,152.4,33,0,3200,1681.925,130,20.0,3.0,4.0,0.7681228354415328,0.0,0.0,0.6153846153846154,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
97.9,152.4,33,0,3200,1681.925,40,1.0,5.0,2.0,0.9286531801358562,0.0,0.15,0.1,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97.9,152.4,33,0,3200,1681.925,80,1.5,9.0,4.0,0.8573063602717125,0.0,0.15,0.075,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97.9,152.4,33,0,3200,1681.925,60,0.2,15.0,0.0,0.8929797702037844,0.0,0.0,0.013333333333333334,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
97.9,152.4,33,0,3200,1681.925,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97.9,152.4,33,0,3200,1681.925,50,3.0,4.0,2.5,0.9108164751698203,0.0,0.0,0.24,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72.9,168.2,51,0,1500,1002.4875,130,4.5,28.0,2.0,0.6109677178019676,0.0,0.0,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72.9,168.2,51,0,1500,1002.4875,130,2.5,28.0,0.5,0.6109677178019676,0.0,0.0,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72.9,168.2,51,0,1500,1002.4875,150,5.0,30.0,1.0,0.5511165974638087,0.0,0.0,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
72.9,168.2,51,0,1500,1002.4875,110,2.5,18.0,3.0,0.6708188381401264,0.0,0.0,0.8727272727272728,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72.9,168.2,51,0,1500,1002.4875,70,2.0,10.0,3.0,0.7905210788164441,0.0,0.0,0.8785714285714286,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
72.9,168.2,51,0,1500,1002.4875,220,18.0,8.0,12.0,0.3416376762802528,0.0,0.0,0.9318181818181819,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72.9,168.2,51,0,1500,1002.4875,160,30.0,0.0,3.0,0.5211910372947293,0.0,0.0,0.9625,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72.9,168.2,51,0,1500,1002.4875,280,25.0,2.0,20.0,0.1620843152657763,0.0,0.0,0.9392857142857143,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
72.9,168.2,51,0,1500,1002.4875,290,12.0,3.0,26.0,0.1321587550966969,0.0,0.0,0.8913793103448275,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
72.9,168.2,51,0,1500,1002.4875,140,22.0,0.0,4.0,0.5810421576328881,0.2,0.0,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.9,168.2,51,0,1500,1002.4875,130,20.0,3.0,4.0,0.6109677178019676,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
72.9,168.2,51,0,1500,1002.4875,40,1.0,5.0,2.0,0.8802977593236824,0.0,0.0,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72.9,168.2,51,0,1500,1002.4875,80,1.5,9.0,4.0,0.7605955186473646,0.0,0.0,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72.9,168.2,51,0,1500,1002.4875,60,0.2,15.0,0.0,0.8204466389855235,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
72.9,168.2,51,0,1500,1002.4875,0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72.9,168.2,51,0,1500,1002.4875,50,3.0,4.0,2.5,0.8503721991546029,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51.0,157.3,47,0,3000,1433.9937499999999,130,4.5,28.0,2.0,0.7280322874489515,0.0,0.0,0.13846153846153847,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51.0,157.3,47,0,3000,1433.9937499999999,130,2.5,28.0,0.5,0.7280322874489515,0.0,0.0,0.07692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51.0,157.3,47,0,3000,1433.9937499999999,150,5.0,30.0,1.0,0.6861911009026365,0.0,0.0,0.13333333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51.0,157.3,47,0,3000,1433.9937499999999,110,2.5,18.0,3.0,0.7698734739952667,0.0,0.0,0.09090909090909091,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.0,157.3,47,0,3000,1433.9937499999999,70,2.0,10.0,3.0,0.853555847087897,0.0,0.0,0.11428571428571428,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
51.0,157.3,47,0,3000,1433.9937499999999,220,18.0,8.0,12.0,0.5397469479905334,0.0,0.0,0.32727272727272727,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51.0,157.3,47,0,3000,1433.9937499999999,160,30.0,0.0,3.0,0.6652705076294788,0.0,0.0,0.75,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51.0,157.3,47,0,3000,1433.9937499999999,280,25.0,2.0,20.0,0.41422338835158795,0.0,0.0,0.35714285714285715,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51.0,157.3,47,0,3000,1433.9937499999999,290,12.0,3.0,26.0,0.3933027950784304,0.0,0.0,0.16551724137931034,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51.0,157.3,47,0,3000,1433.9937499999999,140,22.0,0.0,4.0,0.707111694175794,0.0,0.0,0.6285714285714286,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0,157.3,47,0,3000,1433.9937499999999,130,20.0,3.0,4.0,0.7280322874489515,0.0,0.0,0.6153846153846154,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51.0,157.3,47,0,3000,1433.9937499999999,40,1.0,5.0,2.0,0.9163176269073697,0.0,0.0,0.1,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.0,157.3,47,0,3000,1433.9937499999999,80,1.5,9.0,4.0,0.8326352538147395,0.0,0.0,0.075,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.0,157.3,47,0,3000,1433.9937499999999,60,0.2,15.0,0.0,0.8744764403610545,0.0,0.0,0.013333333333333334,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51.0,157.3,47,0,3000,1433.9937499999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51.0,157.3,47,0,3000,1433.9937499999999,50,3.0,4.0,2.5,0.8953970336342122,0.0,0.0,0.24,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99.9,159.8,39,1,1800,1262.7124999999999,130,4.5,28.0,2.0,0.6911410950632072,0.0,0.15,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
99.9,159.8,39,1,1800,1262.7124999999999,130,2.5,28.0,0.5,0.6911410950632072,0.0,0.15,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
99.9,159.8,39,1,1800,1262.7124999999999,150,5.0,30.0,1.0,0.6436243404575467,0.2,0.15,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99.9,159.8,39,1,1800,1262.7124999999999,110,2.5,18.0,3.0,0.7386578496688676,0.0,0.15,0.8727272727272728,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.9,159.8,39,1,1800,1262.7124999999999,70,2.0,10.0,3.0,0.8336913588801885,0.0,0.15,0.8785714285714286,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
99.9,159.8,39,1,1800,1262.7124999999999,220,18.0,8.0,12.0,0.4773156993377352,0.0,0.0,0.9318181818181819,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99.9,159.8,39,1,1800,1262.7124999999999,160,30.0,0.0,3.0,0.6198659631547165,0.0,0.0,0.9625,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99.9,159.8,39,1,1800,1262.7124999999999,280,25.0,2.0,20.0,0.3347654355207539,0.0,0.0,0.9392857142857143,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99.9,159.8,39,1,1800,1262.7124999999999,290,12.0,3.0,26.0,0.3110070582179237,0.0,0.0,0.8913793103448275,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
99.9,159.8,39,1,1800,1262.7124999999999,140,22.0,0.0,4.0,0.6673827177603769,0.0,0.0,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.9,159.8,39,1,1800,1262.7124999999999,130,20.0,3.0,4.0,0.6911410950632072,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
99.9,159.8,39,1,1800,1262.7124999999999,40,1.0,5.0,2.0,0.9049664907886791,0.0,0.15,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.9,159.8,39,1,1800,1262.7124999999999,80,1.5,9.0,4.0,0.8099329815773583,0.0,0.15,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.9,159.8,39,1,1800,1262.7124999999999,60,0.2,15.0,0.0,0.8574497361830187,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
99.9,159.8,39,1,1800,1262.7124999999999,0,0.0,0.0,0.0,1.0,0.0,0.15,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99.9,159.8,39,1,1800,1262.7124999999999,50,3.0,4.0,2.5,0.8812081134858489,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64.2,176.6,28,1,1900,1228.7624999999998,130,4.5,28.0,2.0,0.6826075014496291,0.0,0.0,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
64.2,176.6,28,1,1900,1228.7624999999998,130,2.5,28.0,0.5,0.6826075014496291,0.0,0.0,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
64.2,176.6,28,1,1900,1228.7624999999998,150,5.0,30.0,1.0,0.6337778862880337,0.0,0.0,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
64.2,176.6,28,1,1900,1228.7624999999998,110,2.5,18.0,3.0,0.7314371166112247,0.0,0.0,0.8727272727272728,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.2,176.6,28,1,1900,1228.7624999999998,70,2.0,10.0,3.0,0.8290963469344157,0.0,0.0,0.8785714285714286,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
64.2,176.6,28,1,1900,1228.7624999999998,220,18.0,8.0,12.0,0.4628742332224493,0.0,0.0,0.9318181818181819,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64.2,176.6,28,1,1900,1228.7624999999998,160,30.0,0.0,3.0,0.6093630787072358,0.0,0.0,0.9625,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64.2,176.6,28,1,1900,1228.7624999999998,280,25.0,2.0,20.0,0.3163853877376628,0.0,0.0,0.9392857142857143,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
64.2,176.6,28,1,1900,1228.7624999999998,290,12.0,3.0,26.0,0.291970580156865,0.0,0.0,0.8913793103448275,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
64.2,176.6,28,1,1900,1228.7624999999998,140,22.0,0.0,4.0,0.6581926938688314,0.0,0.0,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.2,176.6,28,1,1900,1228.7624999999998,130,20.0,3.0,4.0,0.6826075014496291,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
64.2,176.6,28,1,1900,1228.7624999999998,40,1.0,5.0,2.0,0.902340769676809,0.0,0.15,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.2,176.6,28,1,1900,1228.7624999999998,80,1.5,9.0,4.0,0.804681539353618,0.0,0.0,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.2,176.6,28,1,1900,1228.7624999999998,60,0.2,15.0,0.0,0.8535111545152134,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
64.2,176.6,28,1,1900,1228.7624999999998,0,0.0,0.0,0.0,1.0,0.0,0.15,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64.2,176.6,28,1,1900,1228.7624999999998,50,3.0,4.0,2.5,0.8779259620960113,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50.0,180.9,23,1,1900,1197.21875,130,4.5,28.0,2.0,0.674244994910078,0.0,0.15,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50.0,180.9,23,1,1900,1197.21875,130,2.5,28.0,0.5,0.674244994910078,0.0,0.15,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50.0,180.9,23,1,1900,1197.21875,150,5.0,30.0,1.0,0.6241288402808594,0.0,0.15,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50.0,180.9,23,1,1900,1197.21875,110,2.5,18.0,3.0,0.7243611495392969,0.0,0.15,0.8727272727272728,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,180.9,23,1,1900,1197.21875,70,2.0,10.0,3.0,0.8245934587977344,0.0,0.15,0.8785714285714286,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50.0,180.9,23,1,1900,1197.21875,220,18.0,8.0,12.0,0.4487222990785936,0.0,0.0,0.9318181818181819,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50.0,180.9,23,1,1900,1197.21875,160,30.0,0.0,3.0,0.59907076296625,0.0,0.0,0.9625,False,True,False,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50.0,180.9,23,1,1900,1197.21875,280,25.0,2.0,20.0,0.29837383519093735,0.0,0.0,0.9392857142857143,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,180.9,23,1,1900,1197.21875,290,12.0,3.0,26.0,0.273315757876328,0.0,0.0,0.8913793103448275,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50.0,180.9,23,1,1900,1197.21875,140,22.0,0.0,4.0,0.6491869175954686,0.0,0.0,0.9928571428571429,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,180.9,23,1,1900,1197.21875,130,20.0,3.0,4.0,0.674244994910078,0.0,0.0,0.9961538461538462,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50.0,180.9,23,1,1900,1197.21875,40,1.0,5.0,2.0,0.8997676907415625,0.0,0.15,0.875,False,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,180.9,23,1,1900,1197.21875,80,1.5,9.0,4.0,0.799535381483125,0.0,0.15,0.86875,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,180.9,23,1,1900,1197.21875,60,0.2,15.0,0.0,0.8496515361123437,0.0,0.0,0.8533333333333333,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50.0,180.9,23,1,1900,1197.21875,0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,180.9,23,1,1900,1197.21875,50,3.0,4.0,2.5,0.8747096134269531,0.0,0.0,0.91,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84.8,156.3,28,0,1800,1163.3562499999998,130,4.5,28.0,2.0,0.6647630508711325,0.0,0.0,0.8846153846153846,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
84.8,156.3,28,0,1800,1163.3562499999998,130,2.5,28.0,0.5,0.6647630508711325,0.0,0.0,0.8692307692307693,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
84.8,156.3,28,0,1800,1163.3562499999998,150,5.0,30.0,1.0,0.6131881356205375,0.0,0.0,0.8833333333333333,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
